GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,FinalScore(PlayerName-0),FinalScore(Player-1),FinalScore(Player-0),FinalScore(Player-2),FinalScore(PlayerName-1),FinalScore(PlayerName-2),OrdinalPosition(Player-1 rank),OrdinalPosition(PlayerName-0),OrdinalPosition(Player-1),OrdinalPosition(Player-0),OrdinalPosition(Player-0 rank),OrdinalPosition(Player-2),OrdinalPosition(PlayerName-1),OrdinalPosition(Player-2 rank),OrdinalPosition(PlayerName-2),PlayerType(PlayerType-1),PlayerType(PlayerType-0),PlayerType(PlayerType-2),Winner(PlayerIdx)
-218109356,SushiGo,3,GAME_OVER,83,0,3,100,Basic MCTS,26.0,42.0,35.0,randomPlayer,GroupAA MCTS Agent,3,Basic MCTS,3,1,1,2,randomPlayer,2,GroupAA MCTS Agent,randomPlayer,Basic MCTS,GroupAA MCTS Agent,0
-3023545,SushiGo,3,GAME_OVER,83,0,3,101,GroupAA MCTS Agent,39.0,38.0,35.0,Basic MCTS,randomPlayer,1,GroupAA MCTS Agent,1,2,2,3,Basic MCTS,3,randomPlayer,Basic MCTS,GroupAA MCTS Agent,randomPlayer,1
1504533260,SushiGo,3,GAME_OVER,82,0,3,102,GroupAA MCTS Agent,39.0,48.0,31.0,Basic MCTS,randomPlayer,2,GroupAA MCTS Agent,2,1,1,3,Basic MCTS,3,randomPlayer,Basic MCTS,GroupAA MCTS Agent,randomPlayer,0
731461140,SushiGo,3,GAME_OVER,82,0,3,103,Basic MCTS,52.0,29.0,27.0,GroupAA MCTS Agent,randomPlayer,1,Basic MCTS,1,2,2,3,GroupAA MCTS Agent,3,randomPlayer,GroupAA MCTS Agent,Basic MCTS,randomPlayer,1
-784229007,SushiGo,3,GAME_OVER,82,0,3,104,randomPlayer,40.0,27.0,59.0,Basic MCTS,GroupAA MCTS Agent,2,randomPlayer,2,3,3,1,Basic MCTS,1,GroupAA MCTS Agent,Basic MCTS,randomPlayer,GroupAA MCTS Agent,2
-1136489594,SushiGo,3,GAME_OVER,82,0,3,105,Basic MCTS,67.0,31.0,15.0,GroupAA MCTS Agent,randomPlayer,1,Basic MCTS,1,2,2,3,GroupAA MCTS Agent,3,randomPlayer,GroupAA MCTS Agent,Basic MCTS,randomPlayer,1
-362921133,SushiGo,3,GAME_OVER,86,0,3,106,GroupAA MCTS Agent,31.0,57.0,34.0,Basic MCTS,randomPlayer,3,GroupAA MCTS Agent,3,1,1,2,Basic MCTS,2,randomPlayer,Basic MCTS,GroupAA MCTS Agent,randomPlayer,0
1364054475,SushiGo,3,GAME_OVER,83,0,3,107,Basic MCTS,21.0,37.0,55.0,randomPlayer,GroupAA MCTS Agent,3,Basic MCTS,3,2,2,1,randomPlayer,1,GroupAA MCTS Agent,randomPlayer,Basic MCTS,GroupAA MCTS Agent,2
814423744,SushiGo,3,GAME_OVER,84,0,3,108,GroupAA MCTS Agent,29.0,58.0,47.0,randomPlayer,Basic MCTS,3,GroupAA MCTS Agent,3,1,1,2,randomPlayer,2,Basic MCTS,randomPlayer,GroupAA MCTS Agent,Basic MCTS,0
1075196489,SushiGo,3,GAME_OVER,84,0,3,109,randomPlayer,53.0,38.0,31.0,GroupAA MCTS Agent,Basic MCTS,1,randomPlayer,1,2,2,3,GroupAA MCTS Agent,3,Basic MCTS,GroupAA MCTS Agent,randomPlayer,Basic MCTS,1
-1568387951,SushiGo,3,GAME_OVER,83,0,3,110,randomPlayer,45.0,31.0,26.0,GroupAA MCTS Agent,Basic MCTS,1,randomPlayer,1,2,2,3,GroupAA MCTS Agent,3,Basic MCTS,GroupAA MCTS Agent,randomPlayer,Basic MCTS,1
-1781053528,SushiGo,3,GAME_OVER,82,0,3,111,randomPlayer,32.0,35.0,37.0,GroupAA MCTS Agent,Basic MCTS,3,randomPlayer,3,2,2,1,GroupAA MCTS Agent,1,Basic MCTS,GroupAA MCTS Agent,randomPlayer,Basic MCTS,2
-1606283071,SushiGo,3,GAME_OVER,81,0,3,112,randomPlayer,64.0,28.0,33.0,GroupAA MCTS Agent,Basic MCTS,1,randomPlayer,1,3,3,2,GroupAA MCTS Agent,2,Basic MCTS,GroupAA MCTS Agent,randomPlayer,Basic MCTS,1
-543735179,SushiGo,3,GAME_OVER,82,0,3,113,GroupAA MCTS Agent,31.0,55.0,35.0,randomPlayer,Basic MCTS,3,GroupAA MCTS Agent,3,1,1,2,randomPlayer,2,Basic MCTS,randomPlayer,GroupAA MCTS Agent,Basic MCTS,0
1674156088,SushiGo,3,GAME_OVER,82,0,3,114,GroupAA MCTS Agent,25.0,57.0,38.0,randomPlayer,Basic MCTS,3,GroupAA MCTS Agent,3,1,1,2,randomPlayer,2,Basic MCTS,randomPlayer,GroupAA MCTS Agent,Basic MCTS,0
166348003,SushiGo,3,GAME_OVER,83,0,3,115,randomPlayer,42.0,24.0,37.0,GroupAA MCTS Agent,Basic MCTS,1,randomPlayer,1,3,3,2,GroupAA MCTS Agent,2,Basic MCTS,GroupAA MCTS Agent,randomPlayer,Basic MCTS,1
-1111867417,SushiGo,3,GAME_OVER,83,0,3,116,GroupAA MCTS Agent,26.0,48.0,20.0,Basic MCTS,randomPlayer,2,GroupAA MCTS Agent,2,1,1,3,Basic MCTS,3,randomPlayer,Basic MCTS,GroupAA MCTS Agent,randomPlayer,0
-1814791316,SushiGo,3,GAME_OVER,81,0,3,117,Basic MCTS,23.0,38.0,45.0,randomPlayer,GroupAA MCTS Agent,3,Basic MCTS,3,2,2,1,randomPlayer,1,GroupAA MCTS Agent,randomPlayer,Basic MCTS,GroupAA MCTS Agent,2
-1933375635,SushiGo,3,GAME_OVER,83,0,3,118,GroupAA MCTS Agent,43.0,39.0,35.0,Basic MCTS,randomPlayer,1,GroupAA MCTS Agent,1,2,2,3,Basic MCTS,3,randomPlayer,Basic MCTS,GroupAA MCTS Agent,randomPlayer,1
-427253403,SushiGo,3,GAME_OVER,82,0,3,119,GroupAA MCTS Agent,35.0,70.0,31.0,Basic MCTS,randomPlayer,2,GroupAA MCTS Agent,2,1,1,3,Basic MCTS,3,randomPlayer,Basic MCTS,GroupAA MCTS Agent,randomPlayer,0
-194714209,SushiGo,3,GAME_OVER,85,0,3,120,GroupAA MCTS Agent,48.0,44.0,31.0,Basic MCTS,randomPlayer,1,GroupAA MCTS Agent,1,2,2,3,Basic MCTS,3,randomPlayer,Basic MCTS,GroupAA MCTS Agent,randomPlayer,1
-2069492797,SushiGo,3,GAME_OVER,81,0,3,121,randomPlayer,40.0,42.0,70.0,Basic MCTS,GroupAA MCTS Agent,3,randomPlayer,3,2,2,1,Basic MCTS,1,GroupAA MCTS Agent,Basic MCTS,randomPlayer,GroupAA MCTS Agent,2
-1770987610,SushiGo,3,GAME_OVER,84,0,3,122,randomPlayer,44.0,30.0,50.0,GroupAA MCTS Agent,Basic MCTS,2,randomPlayer,2,3,3,1,GroupAA MCTS Agent,1,Basic MCTS,GroupAA MCTS Agent,randomPlayer,Basic MCTS,2
803393950,SushiGo,3,GAME_OVER,86,0,3,123,GroupAA MCTS Agent,29.0,37.0,33.0,randomPlayer,Basic MCTS,3,GroupAA MCTS Agent,3,1,1,2,randomPlayer,2,Basic MCTS,randomPlayer,GroupAA MCTS Agent,Basic MCTS,0
729978769,SushiGo,3,GAME_OVER,82,0,3,124,GroupAA MCTS Agent,27.0,49.0,40.0,randomPlayer,Basic MCTS,3,GroupAA MCTS Agent,3,1,1,2,randomPlayer,2,Basic MCTS,randomPlayer,GroupAA MCTS Agent,Basic MCTS,0
1696041272,SushiGo,3,GAME_OVER,82,0,3,125,GroupAA MCTS Agent,21.0,52.0,30.0,randomPlayer,Basic MCTS,3,GroupAA MCTS Agent,3,1,1,2,randomPlayer,2,Basic MCTS,randomPlayer,GroupAA MCTS Agent,Basic MCTS,0
-820865651,SushiGo,3,GAME_OVER,83,0,3,126,GroupAA MCTS Agent,34.0,47.0,36.0,randomPlayer,Basic MCTS,3,GroupAA MCTS Agent,3,1,1,2,randomPlayer,2,Basic MCTS,randomPlayer,GroupAA MCTS Agent,Basic MCTS,0
1274945941,SushiGo,3,GAME_OVER,82,0,3,127,GroupAA MCTS Agent,39.0,59.0,35.0,randomPlayer,Basic MCTS,2,GroupAA MCTS Agent,2,1,1,3,randomPlayer,3,Basic MCTS,randomPlayer,GroupAA MCTS Agent,Basic MCTS,0
309225253,SushiGo,3,GAME_OVER,84,0,3,128,randomPlayer,65.0,40.0,38.0,GroupAA MCTS Agent,Basic MCTS,1,randomPlayer,1,2,2,3,GroupAA MCTS Agent,3,Basic MCTS,GroupAA MCTS Agent,randomPlayer,Basic MCTS,1
-211487773,SushiGo,3,GAME_OVER,83,0,3,129,randomPlayer,34.0,29.0,52.0,Basic MCTS,GroupAA MCTS Agent,2,randomPlayer,2,3,3,1,Basic MCTS,1,GroupAA MCTS Agent,Basic MCTS,randomPlayer,GroupAA MCTS Agent,2
900850219,SushiGo,3,GAME_OVER,85,0,3,130,GroupAA MCTS Agent,36.0,73.0,23.0,Basic MCTS,randomPlayer,2,GroupAA MCTS Agent,2,1,1,3,Basic MCTS,3,randomPlayer,Basic MCTS,GroupAA MCTS Agent,randomPlayer,0
656084288,SushiGo,3,GAME_OVER,83,0,3,131,Basic MCTS,25.0,41.0,62.0,randomPlayer,GroupAA MCTS Agent,3,Basic MCTS,3,2,2,1,randomPlayer,1,GroupAA MCTS Agent,randomPlayer,Basic MCTS,GroupAA MCTS Agent,2
-654510776,SushiGo,3,GAME_OVER,84,0,3,132,randomPlayer,31.0,23.0,50.0,Basic MCTS,GroupAA MCTS Agent,2,randomPlayer,2,3,3,1,Basic MCTS,1,GroupAA MCTS Agent,Basic MCTS,randomPlayer,GroupAA MCTS Agent,2
367540394,SushiGo,3,GAME_OVER,82,0,3,133,Basic MCTS,50.0,30.0,35.0,GroupAA MCTS Agent,randomPlayer,1,Basic MCTS,1,3,3,2,GroupAA MCTS Agent,2,randomPlayer,GroupAA MCTS Agent,Basic MCTS,randomPlayer,1
157779522,SushiGo,3,GAME_OVER,83,0,3,134,randomPlayer,44.0,35.0,52.0,Basic MCTS,GroupAA MCTS Agent,2,randomPlayer,2,3,3,1,Basic MCTS,1,GroupAA MCTS Agent,Basic MCTS,randomPlayer,GroupAA MCTS Agent,2
-742897131,SushiGo,3,GAME_OVER,81,0,3,135,Basic MCTS,27.0,37.0,40.0,randomPlayer,GroupAA MCTS Agent,3,Basic MCTS,3,2,2,1,randomPlayer,1,GroupAA MCTS Agent,randomPlayer,Basic MCTS,GroupAA MCTS Agent,2
936541807,SushiGo,3,GAME_OVER,82,0,3,136,Basic MCTS,29.0,31.0,37.0,randomPlayer,GroupAA MCTS Agent,3,Basic MCTS,3,2,2,1,randomPlayer,1,GroupAA MCTS Agent,randomPlayer,Basic MCTS,GroupAA MCTS Agent,2
1110959865,SushiGo,3,GAME_OVER,83,0,3,137,randomPlayer,56.0,15.0,47.0,GroupAA MCTS Agent,Basic MCTS,1,randomPlayer,1,3,3,2,GroupAA MCTS Agent,2,Basic MCTS,GroupAA MCTS Agent,randomPlayer,Basic MCTS,1
-492937223,SushiGo,3,GAME_OVER,84,0,3,138,GroupAA MCTS Agent,72.0,49.0,36.0,Basic MCTS,randomPlayer,1,GroupAA MCTS Agent,1,2,2,3,Basic MCTS,3,randomPlayer,Basic MCTS,GroupAA MCTS Agent,randomPlayer,1
-1127983648,SushiGo,3,GAME_OVER,86,0,3,139,GroupAA MCTS Agent,39.0,52.0,35.0,Basic MCTS,randomPlayer,2,GroupAA MCTS Agent,2,1,1,3,Basic MCTS,3,randomPlayer,Basic MCTS,GroupAA MCTS Agent,randomPlayer,0
-650173733,SushiGo,3,GAME_OVER,83,0,3,140,GroupAA MCTS Agent,39.0,56.0,25.0,randomPlayer,Basic MCTS,2,GroupAA MCTS Agent,2,1,1,3,randomPlayer,3,Basic MCTS,randomPlayer,GroupAA MCTS Agent,Basic MCTS,0
-1567683149,SushiGo,3,GAME_OVER,82,0,3,141,randomPlayer,64.0,26.0,56.0,GroupAA MCTS Agent,Basic MCTS,1,randomPlayer,1,3,3,2,GroupAA MCTS Agent,2,Basic MCTS,GroupAA MCTS Agent,randomPlayer,Basic MCTS,1
968865470,SushiGo,3,GAME_OVER,82,0,3,142,Basic MCTS,34.0,35.0,63.0,randomPlayer,GroupAA MCTS Agent,3,Basic MCTS,3,2,2,1,randomPlayer,1,GroupAA MCTS Agent,randomPlayer,Basic MCTS,GroupAA MCTS Agent,2
2002296535,SushiGo,3,GAME_OVER,84,0,3,143,randomPlayer,45.0,34.0,35.0,GroupAA MCTS Agent,Basic MCTS,1,randomPlayer,1,3,3,2,GroupAA MCTS Agent,2,Basic MCTS,GroupAA MCTS Agent,randomPlayer,Basic MCTS,1
375451423,SushiGo,3,GAME_OVER,83,0,3,144,Basic MCTS,66.0,35.0,27.0,GroupAA MCTS Agent,randomPlayer,1,Basic MCTS,1,2,2,3,GroupAA MCTS Agent,3,randomPlayer,GroupAA MCTS Agent,Basic MCTS,randomPlayer,1
-2103348381,SushiGo,3,GAME_OVER,85,0,3,145,GroupAA MCTS Agent,26.0,50.0,16.0,Basic MCTS,randomPlayer,2,GroupAA MCTS Agent,2,1,1,3,Basic MCTS,3,randomPlayer,Basic MCTS,GroupAA MCTS Agent,randomPlayer,0
1342038375,SushiGo,3,GAME_OVER,83,0,3,146,GroupAA MCTS Agent,39.0,48.0,40.0,Basic MCTS,randomPlayer,3,GroupAA MCTS Agent,3,1,1,2,Basic MCTS,2,randomPlayer,Basic MCTS,GroupAA MCTS Agent,randomPlayer,0
1400281323,SushiGo,3,GAME_OVER,82,0,3,147,GroupAA MCTS Agent,25.0,54.0,42.0,randomPlayer,Basic MCTS,3,GroupAA MCTS Agent,3,1,1,2,randomPlayer,2,Basic MCTS,randomPlayer,GroupAA MCTS Agent,Basic MCTS,0
-96507681,SushiGo,3,GAME_OVER,81,0,3,148,randomPlayer,37.0,30.0,42.0,Basic MCTS,GroupAA MCTS Agent,2,randomPlayer,2,3,3,1,Basic MCTS,1,GroupAA MCTS Agent,Basic MCTS,randomPlayer,GroupAA MCTS Agent,2
528391606,SushiGo,3,GAME_OVER,85,0,3,149,randomPlayer,30.0,23.0,53.0,Basic MCTS,GroupAA MCTS Agent,2,randomPlayer,2,3,3,1,Basic MCTS,1,GroupAA MCTS Agent,Basic MCTS,randomPlayer,GroupAA MCTS Agent,2
580954778,SushiGo,3,GAME_OVER,82,0,3,150,GroupAA MCTS Agent,31.0,55.0,29.0,randomPlayer,Basic MCTS,2,GroupAA MCTS Agent,2,1,1,3,randomPlayer,3,Basic MCTS,randomPlayer,GroupAA MCTS Agent,Basic MCTS,0
-638561184,SushiGo,3,GAME_OVER,85,0,3,151,GroupAA MCTS Agent,34.0,62.0,44.0,randomPlayer,Basic MCTS,3,GroupAA MCTS Agent,3,1,1,2,randomPlayer,2,Basic MCTS,randomPlayer,GroupAA MCTS Agent,Basic MCTS,0
-41114663,SushiGo,3,GAME_OVER,84,0,3,152,randomPlayer,39.0,30.0,33.0,GroupAA MCTS Agent,Basic MCTS,1,randomPlayer,1,3,3,2,GroupAA MCTS Agent,2,Basic MCTS,GroupAA MCTS Agent,randomPlayer,Basic MCTS,1
-380019667,SushiGo,3,GAME_OVER,81,0,3,153,Basic MCTS,39.0,47.0,51.0,randomPlayer,GroupAA MCTS Agent,3,Basic MCTS,3,2,2,1,randomPlayer,1,GroupAA MCTS Agent,randomPlayer,Basic MCTS,GroupAA MCTS Agent,2
-1450633361,SushiGo,3,GAME_OVER,85,0,3,154,randomPlayer,46.0,36.0,44.0,GroupAA MCTS Agent,Basic MCTS,1,randomPlayer,1,3,3,2,GroupAA MCTS Agent,2,Basic MCTS,GroupAA MCTS Agent,randomPlayer,Basic MCTS,1
640379295,SushiGo,3,GAME_OVER,82,0,3,155,randomPlayer,50.0,35.0,40.0,GroupAA MCTS Agent,Basic MCTS,1,randomPlayer,1,3,3,2,GroupAA MCTS Agent,2,Basic MCTS,GroupAA MCTS Agent,randomPlayer,Basic MCTS,1
-1644944599,SushiGo,3,GAME_OVER,84,0,3,156,randomPlayer,33.0,33.0,55.0,Basic MCTS,GroupAA MCTS Agent,2,randomPlayer,2,2,2,1,Basic MCTS,1,GroupAA MCTS Agent,Basic MCTS,randomPlayer,GroupAA MCTS Agent,2
1899022862,SushiGo,3,GAME_OVER,82,0,3,157,GroupAA MCTS Agent,46.0,47.0,27.0,Basic MCTS,randomPlayer,2,GroupAA MCTS Agent,2,1,1,3,Basic MCTS,3,randomPlayer,Basic MCTS,GroupAA MCTS Agent,randomPlayer,0
1155036243,SushiGo,3,GAME_OVER,83,0,3,158,Basic MCTS,29.0,32.0,39.0,randomPlayer,GroupAA MCTS Agent,3,Basic MCTS,3,2,2,1,randomPlayer,1,GroupAA MCTS Agent,randomPlayer,Basic MCTS,GroupAA MCTS Agent,2
1174818378,SushiGo,3,GAME_OVER,84,0,3,159,randomPlayer,37.0,27.0,76.0,Basic MCTS,GroupAA MCTS Agent,2,randomPlayer,2,3,3,1,Basic MCTS,1,GroupAA MCTS Agent,Basic MCTS,randomPlayer,GroupAA MCTS Agent,2
60820168,SushiGo,3,GAME_OVER,85,0,3,160,randomPlayer,29.0,30.0,63.0,Basic MCTS,GroupAA MCTS Agent,3,randomPlayer,3,2,2,1,Basic MCTS,1,GroupAA MCTS Agent,Basic MCTS,randomPlayer,GroupAA MCTS Agent,2
-1431110757,SushiGo,3,GAME_OVER,84,0,3,161,GroupAA MCTS Agent,24.0,36.0,37.0,randomPlayer,Basic MCTS,3,GroupAA MCTS Agent,3,2,2,1,randomPlayer,1,Basic MCTS,randomPlayer,GroupAA MCTS Agent,Basic MCTS,2
906021935,SushiGo,3,GAME_OVER,81,0,3,162,Basic MCTS,54.0,44.0,43.0,GroupAA MCTS Agent,randomPlayer,1,Basic MCTS,1,2,2,3,GroupAA MCTS Agent,3,randomPlayer,GroupAA MCTS Agent,Basic MCTS,randomPlayer,1
-1642764399,SushiGo,3,GAME_OVER,82,0,3,163,randomPlayer,49.0,32.0,40.0,GroupAA MCTS Agent,Basic MCTS,1,randomPlayer,1,3,3,2,GroupAA MCTS Agent,2,Basic MCTS,GroupAA MCTS Agent,randomPlayer,Basic MCTS,1
1260479829,SushiGo,3,GAME_OVER,81,0,3,164,GroupAA MCTS Agent,34.0,64.0,35.0,randomPlayer,Basic MCTS,3,GroupAA MCTS Agent,3,1,1,2,randomPlayer,2,Basic MCTS,randomPlayer,GroupAA MCTS Agent,Basic MCTS,0
1535167110,SushiGo,3,GAME_OVER,84,0,3,165,Basic MCTS,52.0,25.0,21.0,GroupAA MCTS Agent,randomPlayer,1,Basic MCTS,1,2,2,3,GroupAA MCTS Agent,3,randomPlayer,GroupAA MCTS Agent,Basic MCTS,randomPlayer,1
-62706232,SushiGo,3,GAME_OVER,81,0,3,166,Basic MCTS,29.0,27.0,48.0,randomPlayer,GroupAA MCTS Agent,2,Basic MCTS,2,3,3,1,randomPlayer,1,GroupAA MCTS Agent,randomPlayer,Basic MCTS,GroupAA MCTS Agent,2
1844342211,SushiGo,3,GAME_OVER,85,0,3,167,Basic MCTS,23.0,30.0,52.0,randomPlayer,GroupAA MCTS Agent,3,Basic MCTS,3,2,2,1,randomPlayer,1,GroupAA MCTS Agent,randomPlayer,Basic MCTS,GroupAA MCTS Agent,2
-1183809001,SushiGo,3,GAME_OVER,84,0,3,168,GroupAA MCTS Agent,31.0,43.0,45.0,randomPlayer,Basic MCTS,3,GroupAA MCTS Agent,3,2,2,1,randomPlayer,1,Basic MCTS,randomPlayer,GroupAA MCTS Agent,Basic MCTS,2
-1216514653,SushiGo,3,GAME_OVER,82,0,3,169,GroupAA MCTS Agent,32.0,66.0,47.0,randomPlayer,Basic MCTS,3,GroupAA MCTS Agent,3,1,1,2,randomPlayer,2,Basic MCTS,randomPlayer,GroupAA MCTS Agent,Basic MCTS,0
-1107139736,SushiGo,3,GAME_OVER,83,0,3,170,randomPlayer,51.0,35.0,42.0,GroupAA MCTS Agent,Basic MCTS,1,randomPlayer,1,3,3,2,GroupAA MCTS Agent,2,Basic MCTS,GroupAA MCTS Agent,randomPlayer,Basic MCTS,1
